nom_station                           , type_station, NO2 , jour, mois, annee, Force_vent_med
Toulouse-Périphérique Observation     , Trafic      , 51.1,    9,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 59.7,   10,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 29.7,   11,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 29.7,   12,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 38.4,   13,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 42.1,   15,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 53.5,   16,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 45.9,   17,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 43.7,   18,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 40.8,   19,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 43.3,   20,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 38.8,   21,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 44.4,   22,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 48.8,   23,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 56.1,   24,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 48.9,   25,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 48.9,   26,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 32.2,   27,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 38.0,   28,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 62.9,   29,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 52.4,   30,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 46.2,    1,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 47.8,    2,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 47.8,    3,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 44.8,    4,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 51.1,    5,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 68.1,    6,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 71.7,    7,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 45.4,    8,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 46.6,    9,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 46.5,   10,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 48.4,   12,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 41.3,   13,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 47.1,   14,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 48.1,   15,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 49.1,   16,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 50.8,   17,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 29.9,   18,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 33.1,   19,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 40.8,   20,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 53.4,   21,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 55.4,   22,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 60.1,   23,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 49.5,   24,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 32.6,   25,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 53.5,   26,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 60.0,   27,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 38.3,   28,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 45.0,   29,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 33.1,   30,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 22.4,   31,   12,  2022,            3.6
Toulouse - Rte Albi Trafic            , Trafic      , 24.6,   18,   10,  2022,            3.6
Toulouse - Rte Albi Trafic            , Trafic      , 41.1,   14,   11,  2022,            3.6
Toulouse - Rte Albi Trafic            , Trafic      , 49.6,    5,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 34.4,    1,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 35.6,    2,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 44.3,    6,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 20.2,    7,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 50.5,    8,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 12.1,    9,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 10.5,   10,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 46.0,   11,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 43.6,   12,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 39.4,   13,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 34.4,   14,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 11.6,   15,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  3.5,   16,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  4.7,   17,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  4.9,   18,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  6.4,   19,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 13.6,   20,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 34.1,   21,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 13.0,   22,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 12.3,   23,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 53.5,   24,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 26.3,   25,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 20.7,   26,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  6.5,   27,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  6.5,   28,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  5.1,   29,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  5.8,   30,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 25.3,   31,   10,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 37.1,    1,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 39.8,    2,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 24.3,    3,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 30.2,    4,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 47.1,    5,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 40.9,    6,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 17.6,    7,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 29.7,    8,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 42.3,    9,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 51.7,   10,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 13.9,   11,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  7.9,   12,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 19.1,   13,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 29.7,   14,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 20.9,   15,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 26.5,   16,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 37.7,   17,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 43.9,   18,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 39.5,   19,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 32.5,   20,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 25.7,   21,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 40.9,   22,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 39.7,   23,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 42.2,   24,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 45.8,   25,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 38.7,   26,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 19.8,   27,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 38.2,   28,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 50.6,   29,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 42.2,   30,   11,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 39.1,    1,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 38.8,    2,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 38.0,    3,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 30.0,    4,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 28.5,    5,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 56.7,    6,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 56.3,    7,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 18.9,    8,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 33.4,    9,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 34.7,   10,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 45.6,   11,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 30.8,   12,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 22.6,   13,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 26.2,   14,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 42.2,   15,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 41.1,   16,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 34.4,   17,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 16.6,   18,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 10.0,   19,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 15.9,   20,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 42.6,   21,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 43.4,   22,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 42.4,   23,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 34.4,   24,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 13.0,   25,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 41.8,   26,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 51.1,   27,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 16.4,   28,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 23.1,   29,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      , 12.1,   30,   12,  2022,            3.6
Toulouse - Port de l Embouchure Trafic, Trafic      ,  7.1,   31,   12,  2022,            3.6
Toulouse-Berthelot Urbain             , Fond        , 15.6,   13,   10,  2022,            3.6
Toulouse-Berthelot Urbain             , Fond        ,  8.3,   31,   10,  2022,            3.6
Toulouse-Berthelot Urbain             , Fond        , 13.1,   27,   11,  2022,            3.6
Toulouse-Berthelot Urbain             , Fond        , 25.5,   24,   12,  2022,            3.6
Toulouse-Berthelot Urbain             , Fond        , 11.9,   30,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 15.8,    1,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 15.6,    2,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 27.3,    3,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 30.5,    4,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.6,    5,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 20.2,    6,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 14.6,    7,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 17.1,    8,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.8,    9,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  7.2,   10,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 23.9,   11,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.8,   12,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 19.3,   13,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 13.8,   14,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.8,   15,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  3.0,   16,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  4.4,   17,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  4.3,   18,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  6.0,   19,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  8.5,   20,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 19.5,   21,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 10.9,   22,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  8.0,   23,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 26.4,   24,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 18.3,   25,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 12.9,   26,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  6.1,   27,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  5.6,   28,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  4.3,   29,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  4.9,   30,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 10.3,   31,   10,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 19.0,    1,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.5,    2,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.7,    3,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  7.1,    4,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 20.8,    5,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.9,    6,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 14.1,    7,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 14.3,    8,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 21.6,    9,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 30.5,   10,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 11.8,   11,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  5.6,   12,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 13.2,   13,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 13.4,   14,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 12.0,   15,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 19.6,   16,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 18.0,   17,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 10.3,   18,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.8,   19,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 13.7,   20,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 11.4,   21,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 17.5,   22,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 20.2,   23,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 33.4,   24,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 23.0,   25,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 26.1,   26,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 14.4,   27,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 10.4,   28,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.5,   29,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 28.7,   30,   11,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 19.0,    1,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 24.5,    2,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 24.2,    3,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 25.0,    4,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.2,    5,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 39.9,    6,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 40.2,    7,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 15.7,    8,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.6,    9,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 18.4,   10,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 36.7,   11,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 26.8,   12,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 19.5,   13,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 22.5,   14,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 26.0,   15,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 29.3,   16,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 17.1,   17,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 10.6,   18,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  7.8,   19,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.7,   20,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 13.8,   28,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        , 17.1,   29,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  9.0,   30,   12,  2022,            3.6
Toulouse-Jacquier Urbain              , Fond        ,  5.3,   31,   12,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 25.5,   19,   10,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 46.2,   14,   11,  2022,            3.6
Toulouse-Périphérique Observation     , Trafic      , 62.2,   11,   12,  2022,            3.6
